Date;Country;Period;Local marginal capacity price (euro/MW)
2020-08-24;Frankreich;NEGPOS_20_24;28.46
2020-08-25;Frankreich;NEGPOS_00_04;35.36
2020-08-25;Frankreich;NEGPOS_04_08;35.3
2020-08-25;Frankreich;NEGPOS_08_12;31.36
2020-08-25;Frankreich;NEGPOS_12_16;22.81
2020-08-25;Frankreich;NEGPOS_16_20;30.2
2020-08-25;Frankreich;NEGPOS_20_24;30.2
2020-08-26;Frankreich;NEGPOS_00_04;53.86
2020-08-26;Frankreich;NEGPOS_04_08;57.12
2020-08-26;Frankreich;NEGPOS_08_12;58.28
2020-08-26;Frankreich;NEGPOS_12_16;55.88
2020-08-26;Frankreich;NEGPOS_16_20;55.68
2020-08-26;Frankreich;NEGPOS_20_24;50.6
2020-08-27;Frankreich;NEGPOS_00_04;47.59
2020-08-27;Frankreich;NEGPOS_04_08;33.3
2020-08-27;Frankreich;NEGPOS_08_12;24.52
2020-08-27;Frankreich;NEGPOS_12_16;25.86
2020-08-27;Frankreich;NEGPOS_16_20;47.92
2020-08-27;Frankreich;NEGPOS_20_24;37.36
2020-08-28;Frankreich;NEGPOS_00_04;27.64
2020-08-28;Frankreich;NEGPOS_04_08;30.04
2020-08-28;Frankreich;NEGPOS_08_12;24.92
2020-08-28;Frankreich;NEGPOS_12_16;29.6
2020-08-28;Frankreich;NEGPOS_16_20;45.82
2020-08-28;Frankreich;NEGPOS_20_24;28
2020-08-29;Frankreich;NEGPOS_00_04;27.6
2020-08-29;Frankreich;NEGPOS_04_08;37
2020-08-29;Frankreich;NEGPOS_08_12;31.24
2020-08-29;Frankreich;NEGPOS_12_16;38.41
2020-08-29;Frankreich;NEGPOS_16_20;30.6
2020-08-29;Frankreich;NEGPOS_20_24;24.74
2020-08-30;Frankreich;NEGPOS_00_04;39
2020-08-30;Frankreich;NEGPOS_04_08;45.06
2020-08-30;Frankreich;NEGPOS_08_12;40.92
2020-08-30;Frankreich;NEGPOS_12_16;48.41
2020-08-30;Frankreich;NEGPOS_16_20;39.92
2020-08-30;Frankreich;NEGPOS_20_24;25.4
2020-08-31;Frankreich;NEGPOS_00_04;40
2020-08-31;Frankreich;NEGPOS_04_08;33.97
2020-08-31;Frankreich;NEGPOS_08_12;22.75
2020-08-31;Frankreich;NEGPOS_12_16;32
2020-08-31;Frankreich;NEGPOS_16_20;45.16
2020-08-31;Frankreich;NEGPOS_20_24;39.44
2020-09-01;Frankreich;NEGPOS_00_04;37.3
2020-09-01;Frankreich;NEGPOS_04_08;36.1
2020-09-01;Frankreich;NEGPOS_08_12;37.02
2020-09-01;Frankreich;NEGPOS_12_16;36.56
2020-09-01;Frankreich;NEGPOS_16_20;54
2020-09-01;Frankreich;NEGPOS_20_24;40.24
2020-09-02;Frankreich;NEGPOS_00_04;37.52
2020-09-02;Frankreich;NEGPOS_04_08;40.56
2020-09-02;Frankreich;NEGPOS_08_12;44.16
2020-09-02;Frankreich;NEGPOS_12_16;36.89
2020-09-02;Frankreich;NEGPOS_16_20;43.08
2020-09-02;Frankreich;NEGPOS_20_24;46.08
2020-09-03;Frankreich;NEGPOS_00_04;31.08
2020-09-03;Frankreich;NEGPOS_04_08;33.37
2020-09-03;Frankreich;NEGPOS_08_12;35.92
2020-09-03;Frankreich;NEGPOS_12_16;48.49
2020-09-03;Frankreich;NEGPOS_16_20;42.2
2020-09-03;Frankreich;NEGPOS_20_24;36.92
2020-09-04;Frankreich;NEGPOS_00_04;42
2020-09-04;Frankreich;NEGPOS_04_08;35.56
2020-09-04;Frankreich;NEGPOS_08_12;32.4
2020-09-04;Frankreich;NEGPOS_12_16;42.01
2020-09-04;Frankreich;NEGPOS_16_20;34.6
2020-09-04;Frankreich;NEGPOS_20_24;32.41
2020-09-05;Frankreich;NEGPOS_00_04;24.96
2020-09-05;Frankreich;NEGPOS_04_08;28.4
2020-09-05;Frankreich;NEGPOS_08_12;30.12
2020-09-05;Frankreich;NEGPOS_12_16;33.08
2020-09-05;Frankreich;NEGPOS_16_20;29.76
2020-09-05;Frankreich;NEGPOS_20_24;26.86
2020-09-06;Frankreich;NEGPOS_00_04;43.2
2020-09-06;Frankreich;NEGPOS_04_08;51.32
2020-09-06;Frankreich;NEGPOS_08_12;40.08
2020-09-06;Frankreich;NEGPOS_12_16;50.8
2020-09-06;Frankreich;NEGPOS_16_20;33.52
2020-09-06;Frankreich;NEGPOS_20_24;27.9
2020-09-07;Frankreich;NEGPOS_00_04;39.96
2020-09-07;Frankreich;NEGPOS_04_08;41.69
2020-09-07;Frankreich;NEGPOS_08_12;34.9
2020-09-07;Frankreich;NEGPOS_12_16;43
2020-09-07;Frankreich;NEGPOS_16_20;45.48
2020-09-07;Frankreich;NEGPOS_20_24;39.18
2020-09-08;Frankreich;NEGPOS_00_04;42.77
2020-09-08;Frankreich;NEGPOS_04_08;43.52
2020-09-08;Frankreich;NEGPOS_08_12;37.12
2020-09-08;Frankreich;NEGPOS_12_16;55.52
2020-09-08;Frankreich;NEGPOS_16_20;41.76
2020-09-08;Frankreich;NEGPOS_20_24;26.8
2020-09-09;Frankreich;NEGPOS_00_04;43.72
2020-09-09;Frankreich;NEGPOS_04_08;40.36
2020-09-09;Frankreich;NEGPOS_08_12;36.44
2020-09-09;Frankreich;NEGPOS_12_16;48.52
2020-09-09;Frankreich;NEGPOS_16_20;38
2020-09-09;Frankreich;NEGPOS_20_24;29.92
2020-09-10;Frankreich;NEGPOS_00_04;48.1
2020-09-10;Frankreich;NEGPOS_04_08;38.8
2020-09-10;Frankreich;NEGPOS_08_12;38.88
2020-09-10;Frankreich;NEGPOS_12_16;40.6
2020-09-10;Frankreich;NEGPOS_16_20;44.64
2020-09-10;Frankreich;NEGPOS_20_24;43.4
2020-09-11;Frankreich;NEGPOS_00_04;35.44
2020-09-11;Frankreich;NEGPOS_04_08;39.65
2020-09-11;Frankreich;NEGPOS_08_12;35.92
2020-09-11;Frankreich;NEGPOS_12_16;37.37
2020-09-11;Frankreich;NEGPOS_16_20;38
2020-09-11;Frankreich;NEGPOS_20_24;36.12
2020-09-12;Frankreich;NEGPOS_00_04;37.76
2020-09-12;Frankreich;NEGPOS_04_08;40.76
2020-09-12;Frankreich;NEGPOS_08_12;42.46
2020-09-12;Frankreich;NEGPOS_12_16;48
2020-09-12;Frankreich;NEGPOS_16_20;43.48
2020-09-12;Frankreich;NEGPOS_20_24;36.16
2020-09-13;Frankreich;NEGPOS_00_04;40.75
2020-09-13;Frankreich;NEGPOS_04_08;39.52
2020-09-13;Frankreich;NEGPOS_08_12;48.26
2020-09-13;Frankreich;NEGPOS_12_16;44.64
2020-09-13;Frankreich;NEGPOS_16_20;38.36
2020-09-13;Frankreich;NEGPOS_20_24;31
2020-09-14;Frankreich;NEGPOS_00_04;25.96
2020-09-14;Frankreich;NEGPOS_04_08;35
2020-09-14;Frankreich;NEGPOS_08_12;44
2020-09-14;Frankreich;NEGPOS_12_16;35.22
2020-09-14;Frankreich;NEGPOS_16_20;55.28
2020-09-14;Frankreich;NEGPOS_20_24;41.9
2020-09-15;Frankreich;NEGPOS_00_04;36.11
2020-09-15;Frankreich;NEGPOS_04_08;47.14
2020-09-15;Frankreich;NEGPOS_08_12;54.25
2020-09-15;Frankreich;NEGPOS_12_16;33.34
2020-09-15;Frankreich;NEGPOS_16_20;41.38
2020-09-15;Frankreich;NEGPOS_20_24;40.96
2020-09-16;Frankreich;NEGPOS_00_04;40.31
2020-09-16;Frankreich;NEGPOS_04_08;42.21
2020-09-16;Frankreich;NEGPOS_08_12;44.11
2020-09-16;Frankreich;NEGPOS_12_16;31.22
2020-09-16;Frankreich;NEGPOS_16_20;41.24
2020-09-16;Frankreich;NEGPOS_20_24;39.36
2020-09-17;Frankreich;NEGPOS_00_04;38.33
2020-09-17;Frankreich;NEGPOS_04_08;45.67
2020-09-17;Frankreich;NEGPOS_08_12;49.28
2020-09-17;Frankreich;NEGPOS_12_16;42.32
2020-09-17;Frankreich;NEGPOS_16_20;43
2020-09-17;Frankreich;NEGPOS_20_24;41.54
2020-09-18;Frankreich;NEGPOS_00_04;27.12
2020-09-18;Frankreich;NEGPOS_04_08;37.64
2020-09-18;Frankreich;NEGPOS_08_12;39.32
2020-09-18;Frankreich;NEGPOS_12_16;38.12
2020-09-18;Frankreich;NEGPOS_16_20;40.36
2020-09-18;Frankreich;NEGPOS_20_24;38.02
2020-09-19;Frankreich;NEGPOS_00_04;35.08
2020-09-19;Frankreich;NEGPOS_04_08;34.48
2020-09-19;Frankreich;NEGPOS_08_12;35.8
2020-09-19;Frankreich;NEGPOS_12_16;48.4
2020-09-19;Frankreich;NEGPOS_16_20;36.24
2020-09-19;Frankreich;NEGPOS_20_24;39.12
2020-09-20;Frankreich;NEGPOS_00_04;46.44
2020-09-20;Frankreich;NEGPOS_04_08;54.22
2020-09-20;Frankreich;NEGPOS_08_12;47.09
2020-09-20;Frankreich;NEGPOS_12_16;43.48
2020-09-20;Frankreich;NEGPOS_16_20;33.4
2020-09-20;Frankreich;NEGPOS_20_24;31.68
2020-09-21;Frankreich;NEGPOS_00_04;41.2
2020-09-21;Frankreich;NEGPOS_04_08;48.07
2020-09-21;Frankreich;NEGPOS_08_12;52.32
2020-09-21;Frankreich;NEGPOS_12_16;44.23
2020-09-21;Frankreich;NEGPOS_16_20;48
2020-09-21;Frankreich;NEGPOS_20_24;50
2020-09-22;Frankreich;NEGPOS_00_04;34.84
2020-09-22;Frankreich;NEGPOS_04_08;48.4
2020-09-22;Frankreich;NEGPOS_08_12;63
2020-09-22;Frankreich;NEGPOS_12_16;45.9
2020-09-22;Frankreich;NEGPOS_16_20;62.6
2020-09-22;Frankreich;NEGPOS_20_24;45.64
2020-09-23;Frankreich;NEGPOS_00_04;36.35
2020-09-23;Frankreich;NEGPOS_04_08;43.77
2020-09-23;Frankreich;NEGPOS_08_12;39.52
2020-09-23;Frankreich;NEGPOS_12_16;41.74
2020-09-23;Frankreich;NEGPOS_16_20;46.64
2020-09-23;Frankreich;NEGPOS_20_24;43.52
2020-09-24;Frankreich;NEGPOS_00_04;50.92
2020-09-24;Frankreich;NEGPOS_04_08;37.96
2020-09-24;Frankreich;NEGPOS_08_12;31.4
2020-09-24;Frankreich;NEGPOS_12_16;45.95
2020-09-24;Frankreich;NEGPOS_16_20;39.96
2020-09-24;Frankreich;NEGPOS_20_24;37.8
2020-09-25;Frankreich;NEGPOS_00_04;72.4
2020-09-25;Frankreich;NEGPOS_04_08;70.96
2020-09-25;Frankreich;NEGPOS_08_12;74.37
2020-09-25;Frankreich;NEGPOS_12_16;75.76
2020-09-25;Frankreich;NEGPOS_16_20;82.76
2020-09-25;Frankreich;NEGPOS_20_24;78.76
2020-09-26;Frankreich;NEGPOS_00_04;45.78
2020-09-26;Frankreich;NEGPOS_04_08;33.44
2020-09-26;Frankreich;NEGPOS_08_12;35
2020-09-26;Frankreich;NEGPOS_12_16;27.12
2020-09-26;Frankreich;NEGPOS_16_20;39.66
2020-09-26;Frankreich;NEGPOS_20_24;41.63
2020-09-27;Frankreich;NEGPOS_00_04;35
2020-09-27;Frankreich;NEGPOS_04_08;26
2020-09-27;Frankreich;NEGPOS_08_12;26.08
2020-09-27;Frankreich;NEGPOS_12_16;29.1
2020-09-27;Frankreich;NEGPOS_16_20;26.76
2020-09-27;Frankreich;NEGPOS_20_24;35.92
2020-09-28;Frankreich;NEGPOS_00_04;26
2020-09-28;Frankreich;NEGPOS_04_08;38.86
2020-09-28;Frankreich;NEGPOS_08_12;35
2020-09-28;Frankreich;NEGPOS_12_16;28.14
2020-09-28;Frankreich;NEGPOS_16_20;43.87
2020-09-28;Frankreich;NEGPOS_20_24;42.74
2020-09-29;Frankreich;NEGPOS_00_04;39
2020-09-29;Frankreich;NEGPOS_04_08;42.64
2020-09-29;Frankreich;NEGPOS_08_12;39
2020-09-29;Frankreich;NEGPOS_12_16;29
2020-09-29;Frankreich;NEGPOS_16_20;48.88
2020-09-29;Frankreich;NEGPOS_20_24;39.92
2020-09-30;Frankreich;NEGPOS_00_04;33.6
2020-09-30;Frankreich;NEGPOS_04_08;42.6
2020-09-30;Frankreich;NEGPOS_08_12;35.64
2020-09-30;Frankreich;NEGPOS_12_16;32.97
2020-09-30;Frankreich;NEGPOS_16_20;44
2020-09-30;Frankreich;NEGPOS_20_24;43.45
2020-10-01;Frankreich;NEGPOS_00_04;37.23
2020-10-01;Frankreich;NEGPOS_04_08;43.67
2020-10-01;Frankreich;NEGPOS_08_12;36.32
2020-10-01;Frankreich;NEGPOS_12_16;47
2020-10-01;Frankreich;NEGPOS_16_20;38.44
2020-10-01;Frankreich;NEGPOS_20_24;45.36
2020-10-02;Frankreich;NEGPOS_00_04;38.07
2020-10-02;Frankreich;NEGPOS_04_08;43.6
2020-10-02;Frankreich;NEGPOS_08_12;32.36
2020-10-02;Frankreich;NEGPOS_12_16;45
2020-10-02;Frankreich;NEGPOS_16_20;39.64
2020-10-02;Frankreich;NEGPOS_20_24;51.04
2020-10-03;Frankreich;NEGPOS_00_04;58.71
2020-10-03;Frankreich;NEGPOS_04_08;46.04
2020-10-03;Frankreich;NEGPOS_08_12;55.84
2020-10-03;Frankreich;NEGPOS_12_16;60.52
2020-10-03;Frankreich;NEGPOS_16_20;61.86
2020-10-03;Frankreich;NEGPOS_20_24;59.92
2020-10-04;Frankreich;NEGPOS_00_04;3.88
2020-10-04;Frankreich;NEGPOS_04_08;41.56
2020-10-04;Frankreich;NEGPOS_08_12;42.72
2020-10-04;Frankreich;NEGPOS_12_16;21.84
2020-10-04;Frankreich;NEGPOS_16_20;45.64
2020-10-04;Frankreich;NEGPOS_20_24;56.52
2020-10-05;Frankreich;NEGPOS_00_04;29.36
2020-10-05;Frankreich;NEGPOS_04_08;36.52
2020-10-05;Frankreich;NEGPOS_08_12;30.62
2020-10-05;Frankreich;NEGPOS_12_16;41.62
2020-10-05;Frankreich;NEGPOS_16_20;37.44
2020-10-05;Frankreich;NEGPOS_20_24;34.04
2020-10-06;Frankreich;NEGPOS_00_04;66.3
2020-10-06;Frankreich;NEGPOS_04_08;64.72
2020-10-06;Frankreich;NEGPOS_08_12;27
2020-10-06;Frankreich;NEGPOS_12_16;51
2020-10-06;Frankreich;NEGPOS_16_20;31.83
2020-10-06;Frankreich;NEGPOS_20_24;53
2020-10-07;Frankreich;NEGPOS_00_04;44
2020-10-07;Frankreich;NEGPOS_04_08;36.96
2020-10-07;Frankreich;NEGPOS_08_12;29.64
2020-10-07;Frankreich;NEGPOS_12_16;43.96
2020-10-07;Frankreich;NEGPOS_16_20;33.12
2020-10-07;Frankreich;NEGPOS_20_24;47
2020-10-08;Frankreich;NEGPOS_00_04;37.92
2020-10-08;Frankreich;NEGPOS_04_08;29.64
2020-10-08;Frankreich;NEGPOS_08_12;32.84
2020-10-08;Frankreich;NEGPOS_12_16;38.6
2020-10-08;Frankreich;NEGPOS_16_20;36.76
2020-10-08;Frankreich;NEGPOS_20_24;47.92
2020-10-09;Frankreich;NEGPOS_00_04;41
2020-10-09;Frankreich;NEGPOS_04_08;31.81
2020-10-09;Frankreich;NEGPOS_08_12;26.92
2020-10-09;Frankreich;NEGPOS_12_16;24.12
2020-10-09;Frankreich;NEGPOS_16_20;22
2020-10-09;Frankreich;NEGPOS_20_24;29.94
2020-10-10;Frankreich;NEGPOS_00_04;37.96
2020-10-10;Frankreich;NEGPOS_04_08;36
2020-10-10;Frankreich;NEGPOS_08_12;34
2020-10-10;Frankreich;NEGPOS_12_16;47.92
2020-10-10;Frankreich;NEGPOS_16_20;29.45
2020-10-10;Frankreich;NEGPOS_20_24;33.32
2020-10-11;Frankreich;NEGPOS_00_04;24.48
2020-10-11;Frankreich;NEGPOS_04_08;23.08
2020-10-11;Frankreich;NEGPOS_08_12;22.4
2020-10-11;Frankreich;NEGPOS_12_16;35.38
2020-10-11;Frankreich;NEGPOS_16_20;23.5
2020-10-11;Frankreich;NEGPOS_20_24;20.96
2020-10-12;Frankreich;NEGPOS_00_04;29.35
2020-10-12;Frankreich;NEGPOS_04_08;35.52
2020-10-12;Frankreich;NEGPOS_08_12;34.24
2020-10-12;Frankreich;NEGPOS_12_16;33.48
2020-10-12;Frankreich;NEGPOS_16_20;39.44
2020-10-12;Frankreich;NEGPOS_20_24;35.25
2020-10-13;Frankreich;NEGPOS_00_04;23
2020-10-13;Frankreich;NEGPOS_04_08;28.78
2020-10-13;Frankreich;NEGPOS_08_12;27.71
2020-10-13;Frankreich;NEGPOS_12_16;36.48
2020-10-13;Frankreich;NEGPOS_16_20;36
2020-10-13;Frankreich;NEGPOS_20_24;43.88
2020-10-14;Frankreich;NEGPOS_00_04;49.32
2020-10-14;Frankreich;NEGPOS_04_08;44
2020-10-14;Frankreich;NEGPOS_08_12;49.28
2020-10-14;Frankreich;NEGPOS_12_16;50
2020-10-14;Frankreich;NEGPOS_16_20;48.56
2020-10-14;Frankreich;NEGPOS_20_24;36.71
2020-10-15;Frankreich;NEGPOS_00_04;42
2020-10-15;Frankreich;NEGPOS_04_08;33.64
2020-10-15;Frankreich;NEGPOS_08_12;37
2020-10-15;Frankreich;NEGPOS_12_16;38.16
2020-10-15;Frankreich;NEGPOS_16_20;36.92
2020-10-15;Frankreich;NEGPOS_20_24;33.92
2020-10-16;Frankreich;NEGPOS_00_04;33.24
2020-10-16;Frankreich;NEGPOS_04_08;27.64
2020-10-16;Frankreich;NEGPOS_08_12;26.68
2020-10-16;Frankreich;NEGPOS_12_16;41
2020-10-16;Frankreich;NEGPOS_16_20;35.96
2020-10-16;Frankreich;NEGPOS_20_24;26.8
2020-10-17;Frankreich;NEGPOS_00_04;25
2020-10-17;Frankreich;NEGPOS_04_08;25
2020-10-17;Frankreich;NEGPOS_08_12;22
2020-10-17;Frankreich;NEGPOS_12_16;25
2020-10-17;Frankreich;NEGPOS_16_20;15.64
2020-10-17;Frankreich;NEGPOS_20_24;26.37
2020-10-18;Frankreich;NEGPOS_00_04;11
2020-10-18;Frankreich;NEGPOS_04_08;11
2020-10-18;Frankreich;NEGPOS_08_12;11
2020-10-18;Frankreich;NEGPOS_12_16;12.48
2020-10-18;Frankreich;NEGPOS_16_20;17.02
2020-10-18;Frankreich;NEGPOS_20_24;11
2020-10-19;Frankreich;NEGPOS_00_04;16.92
2020-10-19;Frankreich;NEGPOS_04_08;20.3
2020-10-19;Frankreich;NEGPOS_08_12;11
2020-10-19;Frankreich;NEGPOS_12_16;27
2020-10-19;Frankreich;NEGPOS_16_20;25.76
2020-10-19;Frankreich;NEGPOS_20_24;24.89
2020-10-20;Frankreich;NEGPOS_00_04;29
2020-10-20;Frankreich;NEGPOS_04_08;19.3
2020-10-20;Frankreich;NEGPOS_08_12;20.52
2020-10-20;Frankreich;NEGPOS_12_16;27.92
2020-10-20;Frankreich;NEGPOS_16_20;23.56
2020-10-20;Frankreich;NEGPOS_20_24;34
2020-10-21;Frankreich;NEGPOS_00_04;35.08
2020-10-21;Frankreich;NEGPOS_04_08;31.88
2020-10-21;Frankreich;NEGPOS_08_12;33
2020-10-21;Frankreich;NEGPOS_12_16;29
2020-10-21;Frankreich;NEGPOS_16_20;30
2020-10-21;Frankreich;NEGPOS_20_24;43
2020-10-22;Frankreich;NEGPOS_00_04;31.72
2020-10-22;Frankreich;NEGPOS_04_08;41.72
2020-10-22;Frankreich;NEGPOS_08_12;30.64
2020-10-22;Frankreich;NEGPOS_12_16;35.04
2020-10-22;Frankreich;NEGPOS_16_20;36
2020-10-22;Frankreich;NEGPOS_20_24;38
2020-10-23;Frankreich;NEGPOS_00_04;22.92
2020-10-23;Frankreich;NEGPOS_04_08;34.16
2020-10-23;Frankreich;NEGPOS_08_12;20.99
2020-10-23;Frankreich;NEGPOS_12_16;25.04
2020-10-23;Frankreich;NEGPOS_16_20;28.12
2020-10-23;Frankreich;NEGPOS_20_24;40
2020-10-24;Frankreich;NEGPOS_00_04;34.68
2020-10-24;Frankreich;NEGPOS_04_08;33.84
2020-10-24;Frankreich;NEGPOS_08_12;43.56
2020-10-24;Frankreich;NEGPOS_12_16;41.52
2020-10-24;Frankreich;NEGPOS_16_20;35.4
2020-10-24;Frankreich;NEGPOS_20_24;32
2020-10-25;Frankreich;NEGPOS_00_04;29.92
2020-10-25;Frankreich;NEGPOS_04_08;23.4
2020-10-25;Frankreich;NEGPOS_08_12;31.4
2020-10-25;Frankreich;NEGPOS_12_16;27.32
2020-10-25;Frankreich;NEGPOS_16_20;56.84
2020-10-25;Frankreich;NEGPOS_20_24;53.52
2020-10-26;Frankreich;NEGPOS_00_04;22.88
2020-10-26;Frankreich;NEGPOS_04_08;48.56
2020-10-26;Frankreich;NEGPOS_08_12;46.92
2020-10-26;Frankreich;NEGPOS_12_16;45.32
2020-10-26;Frankreich;NEGPOS_16_20;33
2020-10-26;Frankreich;NEGPOS_20_24;43.86
2020-10-27;Frankreich;NEGPOS_00_04;35.31
2020-10-27;Frankreich;NEGPOS_04_08;34.12
2020-10-27;Frankreich;NEGPOS_08_12;25
2020-10-27;Frankreich;NEGPOS_12_16;42.17
2020-10-27;Frankreich;NEGPOS_16_20;25
2020-10-27;Frankreich;NEGPOS_20_24;40.41
2020-10-28;Frankreich;NEGPOS_00_04;52.8
2020-10-28;Frankreich;NEGPOS_04_08;39
2020-10-28;Frankreich;NEGPOS_08_12;30.37
2020-10-28;Frankreich;NEGPOS_12_16;39
2020-10-28;Frankreich;NEGPOS_16_20;33.24
2020-10-28;Frankreich;NEGPOS_20_24;36.6
2020-10-29;Frankreich;NEGPOS_00_04;51
2020-10-29;Frankreich;NEGPOS_04_08;42
2020-10-29;Frankreich;NEGPOS_08_12;32.82
2020-10-29;Frankreich;NEGPOS_12_16;39
2020-10-29;Frankreich;NEGPOS_16_20;13.08
2020-10-29;Frankreich;NEGPOS_20_24;37
2020-10-30;Frankreich;NEGPOS_00_04;35.2
2020-10-30;Frankreich;NEGPOS_04_08;41.48
2020-10-30;Frankreich;NEGPOS_08_12;34.9
2020-10-30;Frankreich;NEGPOS_12_16;43.92
2020-10-30;Frankreich;NEGPOS_16_20;40.28
2020-10-30;Frankreich;NEGPOS_20_24;43
2020-10-31;Frankreich;NEGPOS_00_04;29.6
2020-10-31;Frankreich;NEGPOS_04_08;32.69
2020-10-31;Frankreich;NEGPOS_08_12;41.92
2020-10-31;Frankreich;NEGPOS_12_16;42
2020-10-31;Frankreich;NEGPOS_16_20;26.2
2020-10-31;Frankreich;NEGPOS_20_24;43.39
2020-11-01;Frankreich;NEGPOS_00_04;29.12
2020-11-01;Frankreich;NEGPOS_04_08;41.08
2020-11-01;Frankreich;NEGPOS_08_12;24.08
2020-11-01;Frankreich;NEGPOS_12_16;28.6
2020-11-01;Frankreich;NEGPOS_16_20;26.76
2020-11-01;Frankreich;NEGPOS_20_24;27.44
2020-11-02;Frankreich;NEGPOS_00_04;62.16
2020-11-02;Frankreich;NEGPOS_04_08;60
2020-11-02;Frankreich;NEGPOS_08_12;26.66
2020-11-02;Frankreich;NEGPOS_12_16;11.12
2020-11-02;Frankreich;NEGPOS_16_20;11
2020-11-02;Frankreich;NEGPOS_20_24;11
2020-11-03;Frankreich;NEGPOS_00_04;43.52
2020-11-03;Frankreich;NEGPOS_04_08;15.24
2020-11-03;Frankreich;NEGPOS_08_12;31.27
2020-11-03;Frankreich;NEGPOS_12_16;35.49
2020-11-03;Frankreich;NEGPOS_16_20;29.65
2020-11-03;Frankreich;NEGPOS_20_24;28.64
2020-11-04;Frankreich;NEGPOS_00_04;34.12
2020-11-04;Frankreich;NEGPOS_04_08;32.4
2020-11-04;Frankreich;NEGPOS_08_12;20.4
2020-11-04;Frankreich;NEGPOS_12_16;21.24
2020-11-04;Frankreich;NEGPOS_16_20;16.36
2020-11-04;Frankreich;NEGPOS_20_24;26.64
2020-11-05;Frankreich;NEGPOS_00_04;6.16
2020-11-05;Frankreich;NEGPOS_04_08;11
2020-11-05;Frankreich;NEGPOS_08_12;31.88
2020-11-05;Frankreich;NEGPOS_12_16;27
2020-11-05;Frankreich;NEGPOS_16_20;11
2020-11-05;Frankreich;NEGPOS_20_24;28.53
2020-11-06;Frankreich;NEGPOS_00_04;15.2
2020-11-06;Frankreich;NEGPOS_04_08;14.96
2020-11-06;Frankreich;NEGPOS_08_12;22.5
2020-11-06;Frankreich;NEGPOS_12_16;22
2020-11-06;Frankreich;NEGPOS_16_20;14.84
2020-11-06;Frankreich;NEGPOS_20_24;25.25
2020-11-07;Frankreich;NEGPOS_00_04;32.8
2020-11-07;Frankreich;NEGPOS_04_08;37.56
2020-11-07;Frankreich;NEGPOS_08_12;48
2020-11-07;Frankreich;NEGPOS_12_16;40.15
2020-11-07;Frankreich;NEGPOS_16_20;25
2020-11-07;Frankreich;NEGPOS_20_24;35.39
2020-11-08;Frankreich;NEGPOS_00_04;23.62
2020-11-08;Frankreich;NEGPOS_04_08;11
2020-11-08;Frankreich;NEGPOS_08_12;42.04
2020-11-08;Frankreich;NEGPOS_12_16;35.86
2020-11-08;Frankreich;NEGPOS_16_20;36
2020-11-08;Frankreich;NEGPOS_20_24;31.07
2020-11-09;Frankreich;NEGPOS_00_04;37.38
2020-11-09;Frankreich;NEGPOS_04_08;37.92
2020-11-09;Frankreich;NEGPOS_08_12;18.38
2020-11-09;Frankreich;NEGPOS_12_16;21.44
2020-11-09;Frankreich;NEGPOS_16_20;8.6
2020-11-09;Frankreich;NEGPOS_20_24;29.35
2020-11-10;Frankreich;NEGPOS_00_04;40.88
2020-11-10;Frankreich;NEGPOS_04_08;39.64
2020-11-10;Frankreich;NEGPOS_08_12;18.72
2020-11-10;Frankreich;NEGPOS_12_16;24.04
2020-11-10;Frankreich;NEGPOS_16_20;38.3
2020-11-10;Frankreich;NEGPOS_20_24;34
2020-11-11;Frankreich;NEGPOS_00_04;26.6
2020-11-11;Frankreich;NEGPOS_04_08;25.2
2020-11-11;Frankreich;NEGPOS_08_12;25.84
2020-11-11;Frankreich;NEGPOS_12_16;25
2020-11-11;Frankreich;NEGPOS_16_20;25.92
2020-11-11;Frankreich;NEGPOS_20_24;29.36
2020-11-12;Frankreich;NEGPOS_00_04;10.96
2020-11-12;Frankreich;NEGPOS_04_08;25.48
2020-11-12;Frankreich;NEGPOS_08_12;27.12
2020-11-12;Frankreich;NEGPOS_12_16;28.34
2020-11-12;Frankreich;NEGPOS_16_20;26.52
2020-11-12;Frankreich;NEGPOS_20_24;28.65
2020-11-13;Frankreich;NEGPOS_00_04;20.58
2020-11-13;Frankreich;NEGPOS_04_08;23.32
2020-11-13;Frankreich;NEGPOS_08_12;22.96
2020-11-13;Frankreich;NEGPOS_12_16;26
2020-11-13;Frankreich;NEGPOS_16_20;18
2020-11-13;Frankreich;NEGPOS_20_24;19.6
2020-11-14;Frankreich;NEGPOS_00_04;42
2020-11-14;Frankreich;NEGPOS_04_08;41.92
2020-11-14;Frankreich;NEGPOS_08_12;40
2020-11-14;Frankreich;NEGPOS_12_16;43.24
2020-11-14;Frankreich;NEGPOS_16_20;34.75
2020-11-14;Frankreich;NEGPOS_20_24;46.9
2020-11-15;Frankreich;NEGPOS_00_04;56.6
2020-11-15;Frankreich;NEGPOS_04_08;23.08
2020-11-15;Frankreich;NEGPOS_08_12;30.12
2020-11-15;Frankreich;NEGPOS_12_16;58.27
2020-11-15;Frankreich;NEGPOS_16_20;49.82
2020-11-15;Frankreich;NEGPOS_20_24;46.68
2020-11-16;Frankreich;NEGPOS_00_04;70
2020-11-16;Frankreich;NEGPOS_04_08;70
2020-11-16;Frankreich;NEGPOS_08_12;36
2020-11-16;Frankreich;NEGPOS_12_16;31.84
2020-11-16;Frankreich;NEGPOS_16_20;30
2020-11-16;Frankreich;NEGPOS_20_24;41.16
2020-11-17;Frankreich;NEGPOS_00_04;47.76
