Date;Country;Period;Local marginal capacity price (euro/MW)
2022-04-10;Frankreich;NEGPOS_16_20;162.22
2022-04-10;Frankreich;NEGPOS_20_24;93.53
2022-04-11;Frankreich;NEGPOS_00_04;59.96
2022-04-11;Frankreich;NEGPOS_04_08;74
2022-04-11;Frankreich;NEGPOS_08_12;92.65
2022-04-11;Frankreich;NEGPOS_12_16;132.32
2022-04-11;Frankreich;NEGPOS_16_20;120.18
2022-04-11;Frankreich;NEGPOS_20_24;54.42
2022-04-12;Frankreich;NEGPOS_00_04;63.48
2022-04-12;Frankreich;NEGPOS_04_08;73
2022-04-12;Frankreich;NEGPOS_08_12;46.8
2022-04-12;Frankreich;NEGPOS_12_16;109.2
2022-04-12;Frankreich;NEGPOS_16_20;101.96
2022-04-12;Frankreich;NEGPOS_20_24;55.2
2022-04-13;Frankreich;NEGPOS_00_04;60.8
2022-04-13;Frankreich;NEGPOS_04_08;70.8
2022-04-13;Frankreich;NEGPOS_08_12;81.2
2022-04-13;Frankreich;NEGPOS_12_16;123.79
2022-04-13;Frankreich;NEGPOS_16_20;96.8
2022-04-13;Frankreich;NEGPOS_20_24;49.78
2022-04-14;Frankreich;NEGPOS_00_04;42
2022-04-14;Frankreich;NEGPOS_04_08;110.24
2022-04-14;Frankreich;NEGPOS_08_12;69
2022-04-14;Frankreich;NEGPOS_12_16;116.56
2022-04-14;Frankreich;NEGPOS_16_20;86
2022-04-14;Frankreich;NEGPOS_20_24;48.04
2022-04-15;Frankreich;NEGPOS_00_04;55.6
2022-04-15;Frankreich;NEGPOS_04_08;119.92
2022-04-15;Frankreich;NEGPOS_08_12;124.16
2022-04-15;Frankreich;NEGPOS_12_16;291.74
2022-04-15;Frankreich;NEGPOS_16_20;151.28
2022-04-15;Frankreich;NEGPOS_20_24;45.63
2022-04-16;Frankreich;NEGPOS_00_04;48
2022-04-16;Frankreich;NEGPOS_04_08;92
2022-04-16;Frankreich;NEGPOS_08_12;96
2022-04-16;Frankreich;NEGPOS_12_16;55.2
2022-04-16;Frankreich;NEGPOS_16_20;51.44
2022-04-16;Frankreich;NEGPOS_20_24;42.2
2022-04-17;Frankreich;NEGPOS_00_04;27
2022-04-17;Frankreich;NEGPOS_04_08;71
2022-04-17;Frankreich;NEGPOS_08_12;124.68
2022-04-17;Frankreich;NEGPOS_12_16;143
2022-04-17;Frankreich;NEGPOS_16_20;32
2022-04-17;Frankreich;NEGPOS_20_24;11
2022-04-18;Frankreich;NEGPOS_00_04;11
2022-04-18;Frankreich;NEGPOS_04_08;70
2022-04-18;Frankreich;NEGPOS_08_12;82
2022-04-18;Frankreich;NEGPOS_12_16;138.6
2022-04-18;Frankreich;NEGPOS_16_20;114
2022-04-18;Frankreich;NEGPOS_20_24;80
2022-04-19;Frankreich;NEGPOS_00_04;52
2022-04-19;Frankreich;NEGPOS_04_08;111
2022-04-19;Frankreich;NEGPOS_08_12;94
2022-04-19;Frankreich;NEGPOS_12_16;168.8
2022-04-19;Frankreich;NEGPOS_16_20;111
2022-04-19;Frankreich;NEGPOS_20_24;54
2022-04-20;Frankreich;NEGPOS_00_04;57
2022-04-20;Frankreich;NEGPOS_04_08;105
2022-04-20;Frankreich;NEGPOS_08_12;75.8
2022-04-20;Frankreich;NEGPOS_12_16;137.12
2022-04-20;Frankreich;NEGPOS_16_20;105.32
2022-04-20;Frankreich;NEGPOS_20_24;45.92
2022-04-21;Frankreich;NEGPOS_00_04;54
2022-04-21;Frankreich;NEGPOS_04_08;86.89
2022-04-21;Frankreich;NEGPOS_08_12;75.52
2022-04-21;Frankreich;NEGPOS_12_16;195.24
2022-04-21;Frankreich;NEGPOS_16_20;114.44
2022-04-21;Frankreich;NEGPOS_20_24;40.56
2022-04-22;Frankreich;NEGPOS_00_04;84
2022-04-22;Frankreich;NEGPOS_04_08;74
2022-04-22;Frankreich;NEGPOS_08_12;64.44
2022-04-22;Frankreich;NEGPOS_12_16;155
2022-04-22;Frankreich;NEGPOS_16_20;90
2022-04-22;Frankreich;NEGPOS_20_24;32
2022-04-23;Frankreich;NEGPOS_00_04;32.24
2022-04-23;Frankreich;NEGPOS_04_08;72
2022-04-23;Frankreich;NEGPOS_08_12;198.72
2022-04-23;Frankreich;NEGPOS_12_16;223.42
2022-04-23;Frankreich;NEGPOS_16_20;52.96
2022-04-23;Frankreich;NEGPOS_20_24;11
2022-04-24;Frankreich;NEGPOS_00_04;39.84
2022-04-24;Frankreich;NEGPOS_04_08;65.1
2022-04-24;Frankreich;NEGPOS_08_12;100
2022-04-24;Frankreich;NEGPOS_12_16;79.84
2022-04-24;Frankreich;NEGPOS_16_20;71.48
2022-04-24;Frankreich;NEGPOS_20_24;49.2
2022-04-25;Frankreich;NEGPOS_00_04;50
2022-04-25;Frankreich;NEGPOS_04_08;56
2022-04-25;Frankreich;NEGPOS_08_12;74.38
2022-04-25;Frankreich;NEGPOS_12_16;151.44
2022-04-25;Frankreich;NEGPOS_16_20;87.22
2022-04-25;Frankreich;NEGPOS_20_24;45
2022-04-26;Frankreich;NEGPOS_00_04;43.2
2022-04-26;Frankreich;NEGPOS_04_08;74.13
2022-04-26;Frankreich;NEGPOS_08_12;47
2022-04-26;Frankreich;NEGPOS_12_16;113.25
2022-04-26;Frankreich;NEGPOS_16_20;86.2
2022-04-26;Frankreich;NEGPOS_20_24;11
2022-04-27;Frankreich;NEGPOS_00_04;128.88
2022-04-27;Frankreich;NEGPOS_04_08;109
2022-04-27;Frankreich;NEGPOS_08_12;88
2022-04-27;Frankreich;NEGPOS_12_16;146.86
2022-04-27;Frankreich;NEGPOS_16_20;105.12
2022-04-27;Frankreich;NEGPOS_20_24;70
2022-04-28;Frankreich;NEGPOS_00_04;87
2022-04-28;Frankreich;NEGPOS_04_08;94
2022-04-28;Frankreich;NEGPOS_08_12;92.28
2022-04-28;Frankreich;NEGPOS_12_16;119.84
2022-04-28;Frankreich;NEGPOS_16_20;96.2
2022-04-28;Frankreich;NEGPOS_20_24;61
2022-04-29;Frankreich;NEGPOS_00_04;50
2022-04-29;Frankreich;NEGPOS_04_08;71
2022-04-29;Frankreich;NEGPOS_08_12;84.09
2022-04-29;Frankreich;NEGPOS_12_16;132.46
2022-04-29;Frankreich;NEGPOS_16_20;75
2022-04-29;Frankreich;NEGPOS_20_24;42.54
2022-04-30;Frankreich;NEGPOS_00_04;40
2022-04-30;Frankreich;NEGPOS_04_08;90.7
2022-04-30;Frankreich;NEGPOS_08_12;77
2022-04-30;Frankreich;NEGPOS_12_16;64.1
2022-04-30;Frankreich;NEGPOS_16_20;55.2
2022-04-30;Frankreich;NEGPOS_20_24;41.08
2022-05-01;Frankreich;NEGPOS_00_04;41.02
2022-05-01;Frankreich;NEGPOS_04_08;129.4
2022-05-01;Frankreich;NEGPOS_08_12;120.24
2022-05-01;Frankreich;NEGPOS_12_16;133.88
2022-05-01;Frankreich;NEGPOS_16_20;96.6
2022-05-01;Frankreich;NEGPOS_20_24;45
2022-05-02;Frankreich;NEGPOS_00_04;55.6
2022-05-02;Frankreich;NEGPOS_04_08;91.65
2022-05-02;Frankreich;NEGPOS_08_12;78.88
2022-05-02;Frankreich;NEGPOS_12_16;143.77
2022-05-02;Frankreich;NEGPOS_16_20;88.32
2022-05-02;Frankreich;NEGPOS_20_24;40.97
2022-05-03;Frankreich;NEGPOS_00_04;116.93
2022-05-03;Frankreich;NEGPOS_04_08;93.65
2022-05-03;Frankreich;NEGPOS_08_12;71.71
2022-05-03;Frankreich;NEGPOS_12_16;117.96
2022-05-03;Frankreich;NEGPOS_16_20;87
2022-05-03;Frankreich;NEGPOS_20_24;44.2
2022-05-04;Frankreich;NEGPOS_00_04;153.08
2022-05-04;Frankreich;NEGPOS_04_08;100
2022-05-04;Frankreich;NEGPOS_08_12;85.48
2022-05-04;Frankreich;NEGPOS_12_16;146.88
2022-05-04;Frankreich;NEGPOS_16_20;87.56
2022-05-04;Frankreich;NEGPOS_20_24;48.8
2022-05-05;Frankreich;NEGPOS_00_04;147.98
2022-05-05;Frankreich;NEGPOS_04_08;119.63
2022-05-05;Frankreich;NEGPOS_08_12;67
2022-05-05;Frankreich;NEGPOS_12_16;131.76
2022-05-05;Frankreich;NEGPOS_16_20;95.11
2022-05-05;Frankreich;NEGPOS_20_24;33.63
2022-05-06;Frankreich;NEGPOS_00_04;138.16
2022-05-06;Frankreich;NEGPOS_04_08;103.46
2022-05-06;Frankreich;NEGPOS_08_12;89
2022-05-06;Frankreich;NEGPOS_12_16;134.34
2022-05-06;Frankreich;NEGPOS_16_20;92
2022-05-06;Frankreich;NEGPOS_20_24;11
2022-05-07;Frankreich;NEGPOS_00_04;68
2022-05-07;Frankreich;NEGPOS_04_08;110
2022-05-07;Frankreich;NEGPOS_08_12;132.4
2022-05-07;Frankreich;NEGPOS_12_16;83.4
2022-05-07;Frankreich;NEGPOS_16_20;100
2022-05-07;Frankreich;NEGPOS_20_24;55.6
2022-05-08;Frankreich;NEGPOS_00_04;45
2022-05-08;Frankreich;NEGPOS_04_08;46.3
2022-05-08;Frankreich;NEGPOS_08_12;100
2022-05-08;Frankreich;NEGPOS_12_16;77.65
2022-05-08;Frankreich;NEGPOS_16_20;81.04
2022-05-08;Frankreich;NEGPOS_20_24;47
2022-05-09;Frankreich;NEGPOS_00_04;84
2022-05-09;Frankreich;NEGPOS_04_08;111
2022-05-09;Frankreich;NEGPOS_08_12;100
2022-05-09;Frankreich;NEGPOS_12_16;146.68
2022-05-09;Frankreich;NEGPOS_16_20;121.37
2022-05-09;Frankreich;NEGPOS_20_24;52
2022-05-10;Frankreich;NEGPOS_00_04;72.2
2022-05-10;Frankreich;NEGPOS_04_08;80.64
2022-05-10;Frankreich;NEGPOS_08_12;65
2022-05-10;Frankreich;NEGPOS_12_16;176
2022-05-10;Frankreich;NEGPOS_16_20;109
2022-05-10;Frankreich;NEGPOS_20_24;61.8
2022-05-11;Frankreich;NEGPOS_00_04;64.72
2022-05-11;Frankreich;NEGPOS_04_08;93.3
2022-05-11;Frankreich;NEGPOS_08_12;92.8
2022-05-11;Frankreich;NEGPOS_12_16;233.76
2022-05-11;Frankreich;NEGPOS_16_20;130.36
2022-05-11;Frankreich;NEGPOS_20_24;51.5
2022-05-12;Frankreich;NEGPOS_00_04;73.2
2022-05-12;Frankreich;NEGPOS_04_08;110.64
2022-05-12;Frankreich;NEGPOS_08_12;113.43
2022-05-12;Frankreich;NEGPOS_12_16;199.2
2022-05-12;Frankreich;NEGPOS_16_20;103.36
2022-05-12;Frankreich;NEGPOS_20_24;44.4
2022-05-13;Frankreich;NEGPOS_00_04;107.67
2022-05-13;Frankreich;NEGPOS_04_08;87.6
2022-05-13;Frankreich;NEGPOS_08_12;91.18
2022-05-13;Frankreich;NEGPOS_12_16;152
2022-05-13;Frankreich;NEGPOS_16_20;100
2022-05-13;Frankreich;NEGPOS_20_24;30
2022-05-14;Frankreich;NEGPOS_00_04;57.12
2022-05-14;Frankreich;NEGPOS_04_08;72
2022-05-14;Frankreich;NEGPOS_08_12;74
2022-05-14;Frankreich;NEGPOS_12_16;129.08
2022-05-14;Frankreich;NEGPOS_16_20;74
2022-05-14;Frankreich;NEGPOS_20_24;11
2022-05-15;Frankreich;NEGPOS_00_04;36
2022-05-15;Frankreich;NEGPOS_04_08;52.44
2022-05-15;Frankreich;NEGPOS_08_12;50
2022-05-15;Frankreich;NEGPOS_12_16;91.08
2022-05-15;Frankreich;NEGPOS_16_20;55.2
2022-05-15;Frankreich;NEGPOS_20_24;40.72
2022-05-16;Frankreich;NEGPOS_00_04;32
2022-05-16;Frankreich;NEGPOS_04_08;58
2022-05-16;Frankreich;NEGPOS_08_12;70
2022-05-16;Frankreich;NEGPOS_12_16;113.54
2022-05-16;Frankreich;NEGPOS_16_20;68
2022-05-16;Frankreich;NEGPOS_20_24;28
2022-05-17;Frankreich;NEGPOS_00_04;35
2022-05-17;Frankreich;NEGPOS_04_08;55.2
2022-05-17;Frankreich;NEGPOS_08_12;50
2022-05-17;Frankreich;NEGPOS_12_16;67.77
2022-05-17;Frankreich;NEGPOS_16_20;56
2022-05-17;Frankreich;NEGPOS_20_24;28.6
2022-05-18;Frankreich;NEGPOS_00_04;33
2022-05-18;Frankreich;NEGPOS_04_08;54
2022-05-18;Frankreich;NEGPOS_08_12;56
2022-05-18;Frankreich;NEGPOS_12_16;100
2022-05-18;Frankreich;NEGPOS_16_20;87.2
2022-05-18;Frankreich;NEGPOS_20_24;55.6
2022-05-19;Frankreich;NEGPOS_00_04;30
2022-05-19;Frankreich;NEGPOS_04_08;52
2022-05-19;Frankreich;NEGPOS_08_12;53.8
2022-05-19;Frankreich;NEGPOS_12_16;62
2022-05-19;Frankreich;NEGPOS_16_20;98
2022-05-19;Frankreich;NEGPOS_20_24;54.9
2022-05-20;Frankreich;NEGPOS_00_04;28
2022-05-20;Frankreich;NEGPOS_04_08;55.6
2022-05-20;Frankreich;NEGPOS_08_12;45
2022-05-20;Frankreich;NEGPOS_12_16;54.4
2022-05-20;Frankreich;NEGPOS_16_20;72
2022-05-20;Frankreich;NEGPOS_20_24;39.2
2022-05-21;Frankreich;NEGPOS_00_04;24
2022-05-21;Frankreich;NEGPOS_04_08;70
2022-05-21;Frankreich;NEGPOS_08_12;145.3
2022-05-21;Frankreich;NEGPOS_12_16;157.5
2022-05-21;Frankreich;NEGPOS_16_20;103.86
2022-05-21;Frankreich;NEGPOS_20_24;11
2022-05-22;Frankreich;NEGPOS_00_04;30.04
2022-05-22;Frankreich;NEGPOS_04_08;46
2022-05-22;Frankreich;NEGPOS_08_12;45.7
2022-05-22;Frankreich;NEGPOS_12_16;11
2022-05-22;Frankreich;NEGPOS_16_20;55.6
2022-05-22;Frankreich;NEGPOS_20_24;11
2022-05-23;Frankreich;NEGPOS_00_04;24
2022-05-23;Frankreich;NEGPOS_04_08;53
2022-05-23;Frankreich;NEGPOS_08_12;40
2022-05-23;Frankreich;NEGPOS_12_16;51
2022-05-23;Frankreich;NEGPOS_16_20;68
2022-05-23;Frankreich;NEGPOS_20_24;46.64
2022-05-24;Frankreich;NEGPOS_00_04;33.2
2022-05-24;Frankreich;NEGPOS_04_08;49
2022-05-24;Frankreich;NEGPOS_08_12;48
2022-05-24;Frankreich;NEGPOS_12_16;215.6
2022-05-24;Frankreich;NEGPOS_16_20;115.8
2022-05-24;Frankreich;NEGPOS_20_24;38.55
2022-05-25;Frankreich;NEGPOS_00_04;31.8
2022-05-25;Frankreich;NEGPOS_04_08;55.2
2022-05-25;Frankreich;NEGPOS_08_12;68.12
2022-05-25;Frankreich;NEGPOS_12_16;149.4
2022-05-25;Frankreich;NEGPOS_16_20;102.74
2022-05-25;Frankreich;NEGPOS_20_24;45.35
2022-05-26;Frankreich;NEGPOS_00_04;73.14
2022-05-26;Frankreich;NEGPOS_04_08;77.16
2022-05-26;Frankreich;NEGPOS_08_12;79.88
2022-05-26;Frankreich;NEGPOS_12_16;290.68
2022-05-26;Frankreich;NEGPOS_16_20;197.36
2022-05-26;Frankreich;NEGPOS_20_24;9.56
2022-05-27;Frankreich;NEGPOS_00_04;48
2022-05-27;Frankreich;NEGPOS_04_08;44.71
2022-05-27;Frankreich;NEGPOS_08_12;66
2022-05-27;Frankreich;NEGPOS_12_16;112
2022-05-27;Frankreich;NEGPOS_16_20;90
2022-05-27;Frankreich;NEGPOS_20_24;32
2022-05-28;Frankreich;NEGPOS_00_04;35
2022-05-28;Frankreich;NEGPOS_04_08;55.6
2022-05-28;Frankreich;NEGPOS_08_12;122.56
2022-05-28;Frankreich;NEGPOS_12_16;132.21
2022-05-28;Frankreich;NEGPOS_16_20;95.69
2022-05-28;Frankreich;NEGPOS_20_24;47.94
2022-05-29;Frankreich;NEGPOS_00_04;31.45
2022-05-29;Frankreich;NEGPOS_04_08;35
2022-05-29;Frankreich;NEGPOS_08_12;44
2022-05-29;Frankreich;NEGPOS_12_16;80
2022-05-29;Frankreich;NEGPOS_16_20;83
2022-05-29;Frankreich;NEGPOS_20_24;21
2022-05-30;Frankreich;NEGPOS_00_04;32
2022-05-30;Frankreich;NEGPOS_04_08;37.6
2022-05-30;Frankreich;NEGPOS_08_12;36
2022-05-30;Frankreich;NEGPOS_12_16;55.6
2022-05-30;Frankreich;NEGPOS_16_20;39.88
2022-05-30;Frankreich;NEGPOS_20_24;17.12
2022-05-31;Frankreich;NEGPOS_00_04;30
2022-05-31;Frankreich;NEGPOS_04_08;44
2022-05-31;Frankreich;NEGPOS_08_12;29
2022-05-31;Frankreich;NEGPOS_12_16;41
2022-05-31;Frankreich;NEGPOS_16_20;36
2022-05-31;Frankreich;NEGPOS_20_24;11
2022-06-01;Frankreich;NEGPOS_00_04;25
2022-06-01;Frankreich;NEGPOS_04_08;41
2022-06-01;Frankreich;NEGPOS_08_12;54
2022-06-01;Frankreich;NEGPOS_12_16;39
2022-06-01;Frankreich;NEGPOS_16_20;58.1
2022-06-01;Frankreich;NEGPOS_20_24;11
2022-06-02;Frankreich;NEGPOS_00_04;52.53
2022-06-02;Frankreich;NEGPOS_04_08;79.33
2022-06-02;Frankreich;NEGPOS_08_12;42.84
2022-06-02;Frankreich;NEGPOS_12_16;60
2022-06-02;Frankreich;NEGPOS_16_20;51
2022-06-02;Frankreich;NEGPOS_20_24;11
2022-06-03;Frankreich;NEGPOS_00_04;76
2022-06-03;Frankreich;NEGPOS_04_08;83.27
2022-06-03;Frankreich;NEGPOS_08_12;36.86
2022-06-03;Frankreich;NEGPOS_12_16;60
2022-06-03;Frankreich;NEGPOS_16_20;55.2
2022-06-03;Frankreich;NEGPOS_20_24;17.2
2022-06-04;Frankreich;NEGPOS_00_04;26
2022-06-04;Frankreich;NEGPOS_04_08;55.6
2022-06-04;Frankreich;NEGPOS_08_12;55.2
2022-06-04;Frankreich;NEGPOS_12_16;46
2022-06-04;Frankreich;NEGPOS_16_20;56
2022-06-04;Frankreich;NEGPOS_20_24;28.42
2022-06-05;Frankreich;NEGPOS_00_04;22
2022-06-05;Frankreich;NEGPOS_04_08;50
2022-06-05;Frankreich;NEGPOS_08_12;60
2022-06-05;Frankreich;NEGPOS_12_16;84.16
2022-06-05;Frankreich;NEGPOS_16_20;54
2022-06-05;Frankreich;NEGPOS_20_24;34.17
2022-06-06;Frankreich;NEGPOS_00_04;67.4
2022-06-06;Frankreich;NEGPOS_04_08;100
2022-06-06;Frankreich;NEGPOS_08_12;81.19
2022-06-06;Frankreich;NEGPOS_12_16;181.8
2022-06-06;Frankreich;NEGPOS_16_20;84.74
2022-06-06;Frankreich;NEGPOS_20_24;40
2022-06-07;Frankreich;NEGPOS_00_04;84
2022-06-07;Frankreich;NEGPOS_04_08;121
2022-06-07;Frankreich;NEGPOS_08_12;59
2022-06-07;Frankreich;NEGPOS_12_16;84
2022-06-07;Frankreich;NEGPOS_16_20;70
2022-06-07;Frankreich;NEGPOS_20_24;39.88
2022-06-08;Frankreich;NEGPOS_00_04;96.8
2022-06-08;Frankreich;NEGPOS_04_08;110.72
2022-06-08;Frankreich;NEGPOS_08_12;67
2022-06-08;Frankreich;NEGPOS_12_16;70.16
2022-06-08;Frankreich;NEGPOS_16_20;59.2
2022-06-08;Frankreich;NEGPOS_20_24;50
2022-06-09;Frankreich;NEGPOS_00_04;80
2022-06-09;Frankreich;NEGPOS_04_08;109.44
2022-06-09;Frankreich;NEGPOS_08_12;81.3
2022-06-09;Frankreich;NEGPOS_12_16;145.1
2022-06-09;Frankreich;NEGPOS_16_20;122.27
2022-06-09;Frankreich;NEGPOS_20_24;40
2022-06-10;Frankreich;NEGPOS_00_04;79
2022-06-10;Frankreich;NEGPOS_04_08;115.08
2022-06-10;Frankreich;NEGPOS_08_12;64.96
2022-06-10;Frankreich;NEGPOS_12_16;114
2022-06-10;Frankreich;NEGPOS_16_20;102.28
2022-06-10;Frankreich;NEGPOS_20_24;32
2022-06-11;Frankreich;NEGPOS_00_04;47.52
2022-06-11;Frankreich;NEGPOS_04_08;19.36
2022-06-11;Frankreich;NEGPOS_08_12;26.8
2022-06-11;Frankreich;NEGPOS_12_16;19.36
2022-06-11;Frankreich;NEGPOS_16_20;47.14
2022-06-11;Frankreich;NEGPOS_20_24;32
2022-06-12;Frankreich;NEGPOS_00_04;34.24
2022-06-12;Frankreich;NEGPOS_04_08;74
2022-06-12;Frankreich;NEGPOS_08_12;100
2022-06-12;Frankreich;NEGPOS_12_16;105.2
2022-06-12;Frankreich;NEGPOS_16_20;117.04
2022-06-12;Frankreich;NEGPOS_20_24;36
2022-06-13;Frankreich;NEGPOS_00_04;40
2022-06-13;Frankreich;NEGPOS_04_08;77
2022-06-13;Frankreich;NEGPOS_08_12;84.24
2022-06-13;Frankreich;NEGPOS_12_16;113.59
2022-06-13;Frankreich;NEGPOS_16_20;60
2022-06-13;Frankreich;NEGPOS_20_24;37.21
2022-06-14;Frankreich;NEGPOS_00_04;88.1
2022-06-14;Frankreich;NEGPOS_04_08;91.1
2022-06-14;Frankreich;NEGPOS_08_12;53
2022-06-14;Frankreich;NEGPOS_12_16;60.76
2022-06-14;Frankreich;NEGPOS_16_20;50.9
2022-06-14;Frankreich;NEGPOS_20_24;29.52
2022-06-15;Frankreich;NEGPOS_00_04;76.23
2022-06-15;Frankreich;NEGPOS_04_08;80
2022-06-15;Frankreich;NEGPOS_08_12;42
2022-06-15;Frankreich;NEGPOS_12_16;52.45
2022-06-15;Frankreich;NEGPOS_16_20;41.24
2022-06-15;Frankreich;NEGPOS_20_24;32
2022-06-16;Frankreich;NEGPOS_00_04;58.88
2022-06-16;Frankreich;NEGPOS_04_08;70
2022-06-16;Frankreich;NEGPOS_08_12;32.68
2022-06-16;Frankreich;NEGPOS_12_16;48.52
2022-06-16;Frankreich;NEGPOS_16_20;46
2022-06-16;Frankreich;NEGPOS_20_24;25
2022-06-17;Frankreich;NEGPOS_00_04;42
2022-06-17;Frankreich;NEGPOS_04_08;61.21
2022-06-17;Frankreich;NEGPOS_08_12;32
2022-06-17;Frankreich;NEGPOS_12_16;44
2022-06-17;Frankreich;NEGPOS_16_20;54.68
2022-06-17;Frankreich;NEGPOS_20_24;40
2022-06-18;Frankreich;NEGPOS_00_04;46
2022-06-18;Frankreich;NEGPOS_04_08;87.11
2022-06-18;Frankreich;NEGPOS_08_12;195.07
2022-06-18;Frankreich;NEGPOS_12_16;66.91
2022-06-18;Frankreich;NEGPOS_16_20;122
2022-06-18;Frankreich;NEGPOS_20_24;32
2022-06-19;Frankreich;NEGPOS_00_04;43.92
2022-06-19;Frankreich;NEGPOS_04_08;71
2022-06-19;Frankreich;NEGPOS_08_12;155
2022-06-19;Frankreich;NEGPOS_12_16;239.12
2022-06-19;Frankreich;NEGPOS_16_20;86.28
2022-06-19;Frankreich;NEGPOS_20_24;45.3
2022-06-20;Frankreich;NEGPOS_00_04;48
2022-06-20;Frankreich;NEGPOS_04_08;70
2022-06-20;Frankreich;NEGPOS_08_12;60.7
2022-06-20;Frankreich;NEGPOS_12_16;49.26
2022-06-20;Frankreich;NEGPOS_16_20;94.1
2022-06-20;Frankreich;NEGPOS_20_24;56.4
2022-06-21;Frankreich;NEGPOS_00_04;39.88
2022-06-21;Frankreich;NEGPOS_04_08;55.2
2022-06-21;Frankreich;NEGPOS_08_12;68.55
2022-06-21;Frankreich;NEGPOS_12_16;48.57
2022-06-21;Frankreich;NEGPOS_16_20;56.4
2022-06-21;Frankreich;NEGPOS_20_24;32
2022-06-22;Frankreich;NEGPOS_00_04;33
2022-06-22;Frankreich;NEGPOS_04_08;115.66
2022-06-22;Frankreich;NEGPOS_08_12;51
2022-06-22;Frankreich;NEGPOS_12_16;12
2022-06-22;Frankreich;NEGPOS_16_20;11
2022-06-22;Frankreich;NEGPOS_20_24;60.56
2022-06-23;Frankreich;NEGPOS_00_04;66.24
2022-06-23;Frankreich;NEGPOS_04_08;161.3
2022-06-23;Frankreich;NEGPOS_08_12;43
2022-06-23;Frankreich;NEGPOS_12_16;74.92
2022-06-23;Frankreich;NEGPOS_16_20;114.64
2022-06-23;Frankreich;NEGPOS_20_24;57.12
2022-06-24;Frankreich;NEGPOS_00_04;56.9
2022-06-24;Frankreich;NEGPOS_04_08;102.16
2022-06-24;Frankreich;NEGPOS_08_12;29
2022-06-24;Frankreich;NEGPOS_12_16;54
2022-06-24;Frankreich;NEGPOS_16_20;102.5
2022-06-24;Frankreich;NEGPOS_20_24;37.1
2022-06-25;Frankreich;NEGPOS_00_04;51.77
2022-06-25;Frankreich;NEGPOS_04_08;96
2022-06-25;Frankreich;NEGPOS_08_12;122
2022-06-25;Frankreich;NEGPOS_12_16;56.4
2022-06-25;Frankreich;NEGPOS_16_20;100
2022-06-25;Frankreich;NEGPOS_20_24;34
2022-06-26;Frankreich;NEGPOS_00_04;52
2022-06-26;Frankreich;NEGPOS_04_08;64
2022-06-26;Frankreich;NEGPOS_08_12;96
2022-06-26;Frankreich;NEGPOS_12_16;82
2022-06-26;Frankreich;NEGPOS_16_20;116
2022-06-26;Frankreich;NEGPOS_20_24;54
2022-06-27;Frankreich;NEGPOS_00_04;68.06
2022-06-27;Frankreich;NEGPOS_04_08;105.6
2022-06-27;Frankreich;NEGPOS_08_12;85.62
2022-06-27;Frankreich;NEGPOS_12_16;118.97
2022-06-27;Frankreich;NEGPOS_16_20;100.24
2022-06-27;Frankreich;NEGPOS_20_24;82.9
2022-06-28;Frankreich;NEGPOS_00_04;56.4
2022-06-28;Frankreich;NEGPOS_04_08;159.73
2022-06-28;Frankreich;NEGPOS_08_12;60
2022-06-28;Frankreich;NEGPOS_12_16;101.3
2022-06-28;Frankreich;NEGPOS_16_20;99.23
2022-06-28;Frankreich;NEGPOS_20_24;74
2022-06-29;Frankreich;NEGPOS_00_04;92
2022-06-29;Frankreich;NEGPOS_04_08;134.08
2022-06-29;Frankreich;NEGPOS_08_12;61.58
2022-06-29;Frankreich;NEGPOS_12_16;145.5
2022-06-29;Frankreich;NEGPOS_16_20;120.8
2022-06-29;Frankreich;NEGPOS_20_24;60
2022-06-30;Frankreich;NEGPOS_00_04;165.2
2022-06-30;Frankreich;NEGPOS_04_08;200
2022-06-30;Frankreich;NEGPOS_08_12;105.32
2022-06-30;Frankreich;NEGPOS_12_16;110
2022-06-30;Frankreich;NEGPOS_16_20;129
2022-06-30;Frankreich;NEGPOS_20_24;79.88
2022-07-01;Frankreich;NEGPOS_00_04;170.56
2022-07-01;Frankreich;NEGPOS_04_08;155.94
2022-07-01;Frankreich;NEGPOS_08_12;97.22
2022-07-01;Frankreich;NEGPOS_12_16;95
2022-07-01;Frankreich;NEGPOS_16_20;95.28
2022-07-01;Frankreich;NEGPOS_20_24;60
2022-07-02;Frankreich;NEGPOS_00_04;56
2022-07-02;Frankreich;NEGPOS_04_08;100
2022-07-02;Frankreich;NEGPOS_08_12;88
2022-07-02;Frankreich;NEGPOS_12_16;71
2022-07-02;Frankreich;NEGPOS_16_20;80
2022-07-02;Frankreich;NEGPOS_20_24;44
2022-07-03;Frankreich;NEGPOS_00_04;55.09
2022-07-03;Frankreich;NEGPOS_04_08;54
2022-07-03;Frankreich;NEGPOS_08_12;79
2022-07-03;Frankreich;NEGPOS_12_16;137.52
2022-07-03;Frankreich;NEGPOS_16_20;81
2022-07-03;Frankreich;NEGPOS_20_24;47.98
2022-07-04;Frankreich;NEGPOS_00_04;62
2022-07-04;Frankreich;NEGPOS_04_08;114
2022-07-04;Frankreich;NEGPOS_08_12;69.11
2022-07-04;Frankreich;NEGPOS_12_16;83
2022-07-04;Frankreich;NEGPOS_16_20;60.17
2022-07-04;Frankreich;NEGPOS_20_24;54
2022-07-05;Frankreich;NEGPOS_00_04;75
2022-07-05;Frankreich;NEGPOS_04_08;160.23
2022-07-05;Frankreich;NEGPOS_08_12;94.62
